Emp_ID,Month,Payable_Salary,Old_Dues,Other_Amount,Note,Manual_Work_Days,Manual_Leave_Days
1004,2024-10,40000,0,0,,,
1004,2024-11,40000,0,0,,,
1004,2024-12,40000,0,0,,,
1004,2025-01,40000,0,0,,,
1004,2025-02,40000,0,0,,,
1004,2025-03,40000,0,0,,,
1035,2024-07,7800,0,0,,,
1035,2024-08,4200,0,0,,,
1035,2024-09,4500,0,0,,,
1035,2024-10,4200,0,0,,,
1035,2024-11,2100,0,0,,,
1035,2024-12,0,0,0,,,
1035,2025-01,0,0,0,,,
1035,2025-02,0,0,0,,,
1035,2025-03,0,0,0,,,
1032,2024-04,0,32897,0,Dues carried forward,,
1034,2024-07,13533,0,0,,,
1034,2024-08,14000,0,0,,,
1034,2024-09,9800,0,0,,,
1034,2024-10,14000,0,0,,,
1034,2024-11,13533,0,0,,,
1034,2024-12,14000,0,0,,,
1034,2025-01,14000,0,0,,,
1034,2025-02,14000,0,0,,,
1034,2025-03,14000,0,0,,,
1001,2024-04,10633,102977,0,,,
1001,2024-05,1466,0,0,,,
1001,2024-06,4400,0,0,,,
1001,2024-07,11000,0,0,,,
1001,2024-08,11000,0,0,,,
1001,2024-09,10633,0,0,,,
1001,2024-10,8433,0,0,,,
1001,2024-11,9533,0,0,,,
1001,2024-12,11000,0,0,,,
1001,2025-01,11000,0,0,,,
1001,2025-02,11000,0,0,,,
1001,2025-03,11000,0,0,,,
1006,2024-04,11000,60644,0,,,
1006,2024-05,1466,0,0,,,
1006,2024-06,4033,0,0,,,
1006,2024-07,10633,0,0,,,
1006,2024-08,11000,0,0,,,
1006,2024-09,11000,0,0,,,
1006,2024-10,11000,0,0,,,
1006,2024-11,11000,0,0,,,
1006,2024-12,11000,0,0,,,
1006,2025-01,11000,0,0,,,
1006,2025-02,11000,0,0,,,
1006,2025-03,11000,0,0,,,
1014,2024-06,4050,0,0,,,
1014,2024-07,10633,0,0,,,
1037,2024-07,9000,0,0,,,
1037,2024-08,10000,0,0,,,
1037,2024-09,10000,0,0,,,
1037,2024-10,10000,0,0,,,
1037,2024-11,10000,0,0,,,
1037,2024-12,10000,0,0,,,
1037,2025-01,10000,0,0,,,
1037,2025-02,10000,0,0,,,
1037,2025-03,10000,0,0,,,
1041,2024-11,0,0,0,,,
1041,2024-12,7350,0,0,,,
1041,2025-01,2275,0,0,,,
1041,2025-02,2275,0,0,,,
1041,2025-03,2275,0,0,,,
